id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,application_type
1061128,1292923,10000,10000,10000, 36 months,9.91%,322.25,B,B1,AppSense Inc.,< 1 year,MORTGAGE,95000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,Credit Card Payoff,191xx,PA,18.37,0,Nov-84,725,729,2,,,14,0,19321,31.20%,30,f,0,0,10877.7345,10877.73,10000,877.73,0,0,0,13-May,2360.74,,13-May,774,770,INDIVIDUAL
1061130,1292925,10000,10000,10000, 36 months,14.27%,343.09,C,C2,Gannett Publishing Services,10+ years,MORTGAGE,77400,Verified,11-Dec,Charged Off,n,credit_card,Credit card,571xx,SD,20.05,0,Apr-84,670,674,0,,,14,0,15862,87.60%,34,f,0,0,6884.04,6884.04,3787.77,2245.4,0,850.87,153.1566,13-Dec,103.53,,16-Sep,544,540,INDIVIDUAL
1061126,1292921,8500,8500,8500, 36 months,16.29%,300.06,D,D1,"Crowe Horwath, LLP",< 1 year,RENT,61000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,CC Consolidation,604xx,IL,11.76,0,6-Feb,665,669,1,,,15,0,7723,83.90%,19,f,0,0,9254.061706,9254.06,8500,754.06,0,0,0,12-Jul,7456.55,,13-Oct,784,780,INDIVIDUAL
1056057,1287630,35000,21275,21250, 60 months,11.71%,470.14,B,B3,Queens College CUNY,8 years,RENT,70000,Verified,11-Dec,Current,n,debt_consolidation,Debt Consolidation,113xx,NY,19.42,0,Oct-99,745,749,0,,,8,0,15777,44.90%,25,f,1392.45,1390.78,26783.42,26751.99,19882.56,6900.86,0,0,0,16-Sep,470.14,16-Oct,16-Sep,769,765,INDIVIDUAL
1060895,1292866,7200,7200,7200, 60 months,13.49%,165.64,C,C1,Johns Hopkins / Applied Physics Lab,10+ years,RENT,67000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,210xx,MD,11.84,0,Jul-84,715,719,0,,,9,0,13511,79.90%,21,f,0,0,9411.079995,9411.08,7200,2211.08,0,0,0,14-Nov,3786.07,,16-Sep,664,660,INDIVIDUAL
1061106,1292700,21000,21000,20975, 60 months,14.27%,491.58,C,C2,cargill,< 1 year,MORTGAGE,90000,Verified,11-Dec,Fully Paid,n,credit_card,credit loan consolidation,331xx,FL,8.76,2,May-00,705,709,0,15,,8,0,7979,82.20%,32,f,0,0,27652.23283,27619.31,21000,6652.23,0,0,0,14-Oct,11437.24,,14-Nov,724,720,INDIVIDUAL
1060925,1292899,27000,27000,27000, 36 months,9.91%,870.08,B,B1,Ping Identity,5 years,OWN,140000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,debt consolidation,021xx,MA,7.44,0,3-Jan,725,729,0,,,16,0,22457,27.20%,30,f,0,0,31423.86292,31423.86,27000,4336.86,87.00000011,0,0,15-Feb,982.23,,16-Sep,499,0,INDIVIDUAL
1045240,1275651,28625,28625,28600, 60 months,20.30%,763.18,E,E5,ARC of Rockland,6 years,OWN,55000,Verified,11-Dec,Fully Paid,n,debt_consolidation,free from debt,109xx,NY,21.25,0,Sep-99,710,714,2,,,5,0,23974,95.90%,11,f,0,0,45268.49994,45228.96,28625,16643.5,0,0,0,16-Mar,7109.5,,16-Feb,769,765,INDIVIDUAL
1024951,1254096,4000,4000,4000, 36 months,14.27%,137.24,C,C2,The Windmill,9 years,RENT,32400,Verified,11-Dec,Fully Paid,n,debt_consolidation,Medical Bill Nightmare,988xx,WA,5.41,0,7-Sep,670,674,0,,118,5,1,2372,65.90%,5,f,0,0,4940.45,4940.45,4000,940.45,0,0,0,14-Dec,142.78,,16-Sep,724,720,INDIVIDUAL
1061070,1292661,7300,7300,7300, 36 months,11.71%,241.46,B,B3,Federal Bureau of Prisons,4 years,RENT,50000,Source Verified,11-Dec,Fully Paid,n,other,personal loan,109xx,NY,12.79,0,1-Apr,680,684,0,,,6,0,2496,37.30%,22,f,0,0,7574.944889,7574.94,7300,274.94,0,0,0,12-Apr,6852.23,,16-Jan,624,620,INDIVIDUAL
1061060,1292651,18000,18000,18000, 36 months,8.90%,571.56,A,A5,General Motors,9 years,MORTGAGE,70000,Source Verified,11-Dec,Fully Paid,n,credit_card,Pay off Credit Cards,480xx,MI,17.76,0,Jun-89,740,744,1,30,,16,0,19575,34.30%,29,f,0,0,19082.49816,19082.5,18000,1082.5,0,0,0,12-Sep,14514.81,,13-Jul,764,760,INDIVIDUAL
1055190,1286745,5000,5000,5000, 36 months,11.71%,165.38,B,B3,,10+ years,OWN,35000,Source Verified,11-Dec,Fully Paid,n,other,Other Loan,400xx,KY,19.37,0,Apr-90,730,734,2,,,3,0,5510,35.50%,15,f,0,0,5542.541952,5542.54,5000,542.54,0,0,0,13-Jan,3562.24,,13-Feb,739,735,INDIVIDUAL
1060848,1292813,6500,6500,6500, 60 months,14.27%,152.16,C,C2,,n/a,MORTGAGE,46212,Verified,11-Dec,Current,n,debt_consolidation,Debt Consolidation Loan,271xx,NC,19.06,0,Feb-99,700,704,1,,,9,0,16691,80.60%,31,f,458.05,458.05,8671.87,8671.87,6041.95,2614.92,15,0,0,16-Sep,152.16,16-Oct,16-Sep,604,600,INDIVIDUAL
1053622,1285216,14100,14100,14100, 60 months,17.58%,354.84,D,D4,,4 years,RENT,43000,Source Verified,11-Dec,Current,n,small_business,Small Business Loan,787xx,TX,4.83,0,2-Nov,685,689,3,26,,7,0,13609,70.50%,15,f,1042.01,1042.01,20208.98,20208.98,13057.99,7150.99,0,0,0,16-Sep,354.84,16-Oct,16-Sep,719,715,INDIVIDUAL
1060865,1292832,35000,22050,22050, 60 months,19.03%,572.36,E,E2,Daimler Trucks North America,10+ years,MORTGAGE,140000,Verified,11-Dec,Current,n,small_business,Salon Loan,970xx,OR,4.29,2,Dec-94,710,714,2,16,,14,0,13948,75.40%,39,f,2274.52,2274.52,32090.77,32090.77,19775.48,12258.05,57.23658513,0,0,16-Sep,572.36,16-Oct,16-Sep,674,670,INDIVIDUAL
1051018,1282481,10000,10000,10000, 36 months,14.27%,343.09,C,C2,Army National Guard,10+ years,MORTGAGE,115000,Source Verified,11-Dec,Fully Paid,n,home_improvement,Home Improvements,225xx,VA,24.34,0,Aug-95,680,684,3,,,15,0,26479,71.20%,53,f,0,0,11893.58145,11893.58,10000,1893.58,0,0,0,13-Sep,5041.96,,16-Mar,709,705,INDIVIDUAL
1059259,1290863,3000,3000,3000, 36 months,7.90%,93.88,A,A4,6th Avenue Outfitters,4 years,RENT,45000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Alabama Consolidation Loan,995xx,AK,19.39,0,1-Jun,710,714,0,,,10,0,16487,63.20%,15,f,0,0,3379.306095,3379.31,3000,379.31,0,0,0,14-Dec,95.96,,14-Dec,764,760,INDIVIDUAL
1060853,1292815,25000,15325,15325, 60 months,19.03%,397.8,E,E2,City of Anaheim ,7 years,RENT,95000,Verified,11-Dec,Current,n,debt_consolidation,Return Customer - 1st Loan Paid In Full,917xx,CA,15.56,2,Aug-87,680,684,0,12,,15,0,23426,48.80%,26,f,1541.25,1541.25,22260.05,22260.05,13783.75,8476.3,0,0,0,16-Sep,397.8,16-Oct,16-Sep,649,645,INDIVIDUAL
1060831,1292796,28000,28000,28000, 36 months,15.96%,983.85,C,C5,Blank Rome LLP,5 years,MORTGAGE,235000,Source Verified,11-Dec,Fully Paid,n,credit_card,Credit Card Loan,201xx,VA,9.08,0,Jul-94,700,704,1,,,10,0,18287,82.70%,27,f,0,0,34735.36765,34735.37,28000,6735.37,0,0,0,14-Feb,10164.77,,14-Mar,714,710,INDIVIDUAL
1058228,1289809,10000,10000,10000, 36 months,14.65%,344.95,C,C3,peak security inc,5 years,RENT,36000,Not Verified,11-Dec,Fully Paid,n,credit_card,credit card refinance loan,112xx,NY,9.6,0,7-Jul,685,689,1,,,7,0,10071,57.20%,7,f,0,0,12421.99,12421.99,10000,2421.99,0,0,0,15-Jan,10.77,,16-Mar,689,685,INDIVIDUAL
1060841,1292806,12000,12000,12000, 36 months,7.90%,375.49,A,A4,The Bridge Assisted Living,5 years,RENT,26000,Not Verified,11-Dec,Fully Paid,n,credit_card,No more credit cards,805xx,CO,12.83,0,Mar-99,740,744,1,,,5,0,7083,61%,21,f,0,0,13517.36,13517.36,12000,1517.36,0,0,0,14-Dec,383.02,,16-Sep,749,745,INDIVIDUAL
1056914,1288468,10000,10000,10000, 36 months,17.27%,357.88,D,D3,Northwestern Mutual,3 years,RENT,80000,Source Verified,11-Dec,Fully Paid,n,small_business,Business Loan,100xx,NY,5.73,0,Dec-00,680,684,0,,,3,0,11464,91%,9,f,0,0,12878.25563,12878.26,10000,2878.26,0,0,0,14-Nov,720.62,,16-Sep,709,705,INDIVIDUAL
1060794,1292756,11000,11000,10975, 36 months,8.90%,349.29,A,A5,Converse,1 year,RENT,50000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Credit Card Consolidation,021xx,MA,14.09,0,1-Jun,720,724,0,,,8,0,13414,74.80%,14,f,0,0,12460.78593,12432.47,11000,1460.79,0,0,0,14-Mar,3392.16,,16-Sep,654,650,INDIVIDUAL
1061003,1292586,10000,10000,10000, 36 months,15.27%,347.98,C,C4,New York Roofing co,10+ years,RENT,55000,Source Verified,11-Dec,Fully Paid,n,small_business,Small Business Loan,104xx,NY,0.89,0,Apr-00,670,674,2,25,,8,0,2798,18.10%,26,f,0,0,12527.15,12527.15,10000,2527.15,0,0,0,14-Dec,368.81,,16-Sep,734,730,INDIVIDUAL
1061008,1292591,5000,5000,5000, 36 months,6.62%,153.52,A,A2,BLUE CROSS BLUE SHIELD OF MASSACHUSETTS,5 years,MORTGAGE,55000,Verified,11-Dec,Fully Paid,n,debt_consolidation,credit balance,023xx,MA,4.12,0,2-May,745,749,0,,,8,0,5750,47.10%,28,f,0,0,5526.66,5526.66,5000,526.66,0,0,0,14-Dec,161.46,,14-Dec,694,690,INDIVIDUAL
1060779,1292740,5000,5000,5000, 36 months,6.03%,152.18,A,A1,New York City Department of Correction,3 years,RENT,64424,Not Verified,11-Dec,Fully Paid,n,other,Other Loan,113xx,NY,0.93,0,Sep-88,815,819,0,,,9,0,206,0.70%,17,f,0,0,5478.387981,5478.39,5000,478.39,0,0,0,14-Dec,153.94,,14-Dec,759,755,INDIVIDUAL
1060993,1292576,5000,5000,5000, 36 months,8.90%,158.77,A,A5,burger bros/burger king franchise,10+ years,RENT,56000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,117xx,NY,15.47,0,Mar-89,700,704,0,,,12,0,14457,79%,19,f,0,0,5715.56,5715.56,5000,715.56,0,0,0,14-Dec,162.99,,16-Sep,664,660,INDIVIDUAL
1060553,1292714,6000,6000,6000, 36 months,14.27%,205.86,C,C2,Safco capital Corporation,7 years,RENT,30000,Not Verified,11-Dec,Charged Off,n,credit_card,Payment,908xx,CA,15.68,0,7-May,690,694,0,,,5,0,13470,96.90%,12,f,0,0,6528.97,6528.97,4997.41,1372.03,0,159.53,1.473100001,14-Jul,205.86,,16-Sep,604,600,INDIVIDUAL
1058200,1289780,5000,5000,5000, 36 months,14.27%,171.55,C,C2,Internal Revenue Service,4 years,MORTGAGE,111740,Source Verified,11-Dec,Fully Paid,n,vacation,Vacation Loan,303xx,GA,20.62,0,Jun-94,680,684,3,,,14,0,29135,93.10%,50,f,0,0,5974.540648,5974.54,5000,974.54,0,0,0,13-Oct,2377.14,,16-Sep,734,730,INDIVIDUAL
1060544,1292305,20050,20050,20025, 36 months,17.58%,720.64,D,D4,MENS  WEARHOUSE,7 years,RENT,67500,Verified,11-Dec,Fully Paid,n,credit_card,Credit Card Loan,028xx,RI,24.84,0,Jan-95,665,669,1,,,16,0,19556,81.10%,29,f,0,0,25942.96001,25910.61,20050,5892.96,0,0,0,14-Dec,749.48,,15-Jul,689,685,INDIVIDUAL
1060979,1292556,7000,7000,7000, 36 months,16.77%,248.77,D,D2,The M&A Advisor,< 1 year,RENT,41000,Source Verified,11-Dec,Charged Off,n,wedding,My loan,114xx,NY,20.31,0,3-Apr,675,679,2,,,7,0,28651,97.80%,15,f,0,0,1582.19,1582.19,944.53,637.66,0,0,0,12-Aug,93.72,,16-Sep,654,650,INDIVIDUAL
1060698,1292468,25000,25000,25000, 36 months,10.65%,814.34,B,B2,"Antigen Express Inc.,",10+ years,RENT,120000,Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,017xx,MA,6.17,0,Feb-98,740,744,1,,,10,0,27275,54.30%,26,f,0,0,29209.65202,29209.65,25000,4209.65,0,0,0,14-Jul,4789.19,,16-Sep,574,570,INDIVIDUAL
1060970,1292545,3000,3000,3000, 36 months,12.69%,100.64,B,B5,las nenas fashion,10+ years,RENT,30000,Not Verified,11-Dec,Charged Off,n,debt_consolidation,consolidation,900xx,CA,15.4,0,1-Nov,675,679,0,,,11,0,9527,94.80%,15,f,0,0,1134.68,1134.68,721.02,282.78,0,130.88,1.28,12-Oct,100.64,,16-Sep,624,620,INDIVIDUAL
1060760,1292536,8400,8400,8400, 36 months,17.27%,300.62,D,D3,Hartford Hospital,10+ years,RENT,41500,Source Verified,11-Dec,Fully Paid,n,credit_card,Credit Card Loan,061xx,CT,15.07,0,7-Feb,660,664,1,,,8,0,9398,77.40%,9,f,0,0,10829.38,10829.38,8400,2429.38,0,0,0,15-Feb,10.97,,15-Feb,564,560,INDIVIDUAL
1060753,1292527,24925,24925,24900, 60 months,23.91%,715.75,G,G4,exclusive autoline inc ,4 years,RENT,60000,Verified,11-Dec,Fully Paid,n,credit_card,Credit card payment loans ,330xx,FL,17.74,0,4-May,670,674,2,,,19,0,14265,98.90%,26,f,0,0,37823.36996,37785.43,24925,12898.37,0,0,0,15-Apr,6543.21,,15-Apr,664,660,INDIVIDUAL
1060559,1292720,5000,5000,5000, 36 months,9.91%,161.13,B,B1,Bank of America,10+ years,MORTGAGE,75000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,Card Consolidation,441xx,OH,18.5,0,Dec-95,690,694,0,,,19,0,40620,77.20%,56,f,0,0,5648.168519,5648.17,5000,648.17,0,0,0,13-Sep,2430.94,,13-Sep,714,710,INDIVIDUAL
1060696,1292466,12000,12000,12000, 60 months,14.27%,280.91,C,C2,Diocese of Florida,2 years,RENT,80000,Source Verified,11-Dec,Fully Paid,n,credit_card,Main,322xx,FL,6.51,0,6-Jul,690,694,0,,,8,0,6846,78.70%,18,f,0,0,13600.57313,13600.57,12000,1600.57,0,0,0,12-Dec,10515.58,,16-Sep,674,670,INDIVIDUAL
1060735,1292507,12000,12000,12000, 36 months,12.42%,400.99,B,B4,Calvary Assembly Of God,10+ years,RENT,42000,Not Verified,11-Dec,Fully Paid,n,credit_card,Consolidated,540xx,WI,21.49,0,Oct-95,700,704,1,,,13,0,17482,67.50%,24,f,0,0,14435.35,14435.35,12000,2435.35,0,0,0,14-Dec,410.32,,14-Dec,769,765,INDIVIDUAL
1060720,1292493,13200,13200,13200, 36 months,11.71%,436.61,B,B3,Fletcher's Plumbing & Contracting Inc.,2 years,MORTGAGE,41600,Not Verified,11-Dec,Charged Off,n,debt_consolidation,CC Consolidate - Home Improve,959xx,CA,9.55,0,1-Nov,695,699,0,,,10,0,10086,77.60%,23,f,0,0,4931.09,4931.09,3210.7,1147.2,0,573.19,5.58,12-Oct,436.61,,16-Sep,594,590,INDIVIDUAL
1060558,1281435,6000,6000,6000, 36 months,6.03%,182.62,A,A1,Bergen Family Center,1 year,RENT,48000,Source Verified,11-Dec,Fully Paid,n,major_purchase,House Down Payment,070xx,NJ,15.25,0,1-Feb,770,774,0,,,9,0,3495,15.30%,27,f,0,0,6568.595935,6568.6,6000,568.6,0,0,0,14-Sep,726.84,,16-Sep,709,705,INDIVIDUAL
1060731,1292503,10000,10000,10000, 36 months,6.62%,307.04,A,A2,morganam@t,8 years,MORTGAGE,50000,Verified,11-Dec,Fully Paid,n,credit_card,comsolidate credit,158xx,PA,13.42,0,Jun-96,750,754,3,,,13,0,9178,38.60%,31,f,0,0,10607.28162,10607.28,10000,607.28,0,0,0,13-Jan,6930.15,,13-Feb,674,670,INDIVIDUAL
1060536,1292297,17500,17500,17500, 60 months,12.42%,393.01,B,B4,Rupp Baase Pfalzgraf Cunningham & Coppol,4 years,RENT,70000,Not Verified,11-Dec,Fully Paid,n,credit_card,Credit Card Loan,142xx,NY,16.7,0,Mar-87,750,754,1,,,15,0,12176,67.30%,53,f,0,0,18211.67182,18211.67,17500,711.67,0,0,0,12-Apr,17034.03,,16-Sep,629,625,INDIVIDUAL
1060721,1292491,6500,6500,6500, 36 months,10.65%,211.73,B,B2,Prime Inc,2 years,RENT,53000,Verified,11-Dec,Fully Paid,n,debt_consolidation,Consolidate,657xx,MO,20.81,0,4-Dec,690,694,0,,,12,0,6666,80.30%,25,f,0,0,7622.109996,7622.11,6500,1122.11,0,0,0,14-Dec,221.3,,14-Dec,724,720,INDIVIDUAL
1060527,1292287,10000,10000,10000, 36 months,7.51%,311.11,A,A3,Exsilen USA,2 years,MORTGAGE,65000,Not Verified,11-Dec,Fully Paid,n,small_business,Small Business Loan,553xx,MN,8.55,1,Oct-97,735,739,1,15,,10,0,6242,12.80%,25,f,0,0,10945.03242,10945.03,10000,945.03,0,0,0,13-Aug,5046.57,,13-Sep,719,715,INDIVIDUAL
1060714,1292484,12000,12000,12000, 36 months,9.91%,386.7,B,B1,Gannett Healthcare Group,2 years,RENT,85000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Consolidation loan,701xx,LA,10.38,0,4-Mar,720,724,1,,,12,0,9358,45.30%,22,f,0,0,13913.28,13913.28,12000,1913.28,0,0,0,14-Oct,1162.92,,15-Nov,779,775,INDIVIDUAL
1060508,1292266,10000,10000,10000, 36 months,14.27%,343.09,C,C2,Bottomley Distributing,10+ years,RENT,55000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,My loan,950xx,CA,22.1,0,1-Mar,680,684,1,,,9,0,7107,54.30%,12,f,0,0,12351.21,12351.21,10000,2351.21,0,0,0,14-Dec,355.91,,15-Mar,599,595,INDIVIDUAL
1059582,1291186,12375,12375,12375, 36 months,14.27%,424.58,C,C2,St. Vincent Hospital,10+ years,RENT,36000,Not Verified,11-Dec,Fully Paid,n,credit_card,Killing those big bank cards,016xx,MA,23.03,0,1-Mar,700,704,1,,,5,0,13697,91.30%,5,f,0,0,13697.99283,13697.99,12375,1322.99,0,0,0,12-Dec,3035.15,,15-Mar,769,765,INDIVIDUAL
1060481,1292237,10000,10000,10000, 36 months,10.65%,325.74,B,B2,Kendall Regional Medical Center,1 year,RENT,26000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,331xx,FL,9.78,0,6-Dec,715,719,1,,,8,0,5424,61%,12,f,0,0,11726.32,11726.32,10000,1726.32,0,0,0,14-Dec,339.6,,14-Dec,684,680,INDIVIDUAL
1052346,1283902,20000,20000,19975, 60 months,18.25%,510.6,D,D5,St.Bernard Hospital,7 years,RENT,70000,Verified,11-Dec,Charged Off,n,small_business,Trading business,604xx,IL,18.41,0,2-Jul,680,684,1,,,12,0,10958,71.20%,18,f,0,0,23981.15,23951.36,13187.2,9767.18,0,1026.77,184.8186,15-Sep,510.6,,16-Sep,574,570,INDIVIDUAL
1054397,1286027,4400,4400,4400, 36 months,19.03%,161.36,E,E2,NY Dept of Sanitation,7 years,RENT,80000,Verified,11-Dec,Fully Paid,n,small_business,Personal Business Loan,100xx,NY,2.65,0,4-Mar,670,674,0,26,,4,0,6043,99.10%,13,f,0,0,5808.640001,5808.64,4400,1408.64,0,0,0,14-Dec,166.29,,16-Sep,659,655,INDIVIDUAL
1055294,1286856,25000,25000,25000, 36 months,13.49%,848.27,C,C1,Porsche Cars North America,4 years,MORTGAGE,80000,Verified,11-Dec,Fully Paid,n,debt_consolidation,Consolidation,300xx,GA,14.65,0,Oct-96,720,724,1,,,11,0,24308,71.70%,27,f,0,0,27065.88731,27065.89,25000,2065.89,0,0,0,12-Sep,28.31,,16-Apr,774,770,INDIVIDUAL
1060485,1292242,14125,14125,14125, 36 months,12.42%,472,B,B4,,n/a,MORTGAGE,45696,Verified,11-Dec,Charged Off,n,debt_consolidation,DEBT  CONSOLIDATION,283xx,NC,21.93,0,Aug-00,695,699,0,,,10,0,15831,91.50%,26,f,0,0,6600.86,6600.86,4875.95,1724.91,0,0,0,13-Feb,472,,16-Sep,634,630,INDIVIDUAL
1060697,1292467,35000,21825,21825, 60 months,20.30%,581.88,E,E5,Credit Suisse,2 years,MORTGAGE,100000,Verified,11-Dec,Fully Paid,n,wedding,Wedding Loan,070xx,NJ,24.71,0,Feb-97,685,689,0,,,16,0,10345,68.70%,61,f,0,0,28481.49429,28481.49,21825,6656.49,0,0,0,13-Oct,14523.83,,16-Apr,739,735,INDIVIDUAL
1060670,1292440,13600,13600,13600, 60 months,12.69%,307.29,B,B5,Altria,1 year,RENT,62000,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,750xx,TX,11.98,0,Aug-00,735,739,2,,,11,0,16902,53.50%,35,f,0,0,17513.55,17513.55,13600,3913.55,0,0,0,15-Feb,944.57,,16-Mar,774,770,INDIVIDUAL
1060452,1292208,20000,20000,20000, 60 months,12.69%,451.9,B,B5,Crothall health Groups,7 years,RENT,50000,Verified,11-Dec,Fully Paid,n,credit_card,Personal Loan,019xx,MA,27.67,0,2-Apr,720,724,0,,,9,0,16436,76.10%,29,f,0,0,25207.02597,25207.03,20000,5207.03,0,0,0,14-Jul,8163.48,,16-Jan,694,690,INDIVIDUAL
1051471,1283155,18000,18000,18000, 36 months,13.49%,610.75,C,C1,golden living summitt,< 1 year,OWN,66000,Source Verified,11-Dec,Charged Off,n,debt_consolidation,Debt Consolidation Loan,187xx,PA,12.87,0,Sep-94,705,709,1,,,10,0,13938,42.90%,27,f,0,0,13380.5,13380.5,2950.75,1315.4,0,9114.35,495.2358,12-Jul,610.75,,16-Sep,524,520,INDIVIDUAL
1059954,1291797,13000,13000,12975, 60 months,16.77%,321.48,D,D2,AT&T,10+ years,OWN,80000,Verified,11-Dec,Fully Paid,n,debt_consolidation,Consolidation,641xx,MO,4.96,0,Dec-95,700,704,3,,,6,0,10984,84.50%,9,f,0,0,18494.34996,18458.78,13000,5494.35,0,0,0,15-Apr,5992.22,,16-Sep,764,760,INDIVIDUAL
1059310,1291114,35000,35000,35000, 36 months,16.77%,1243.85,D,D2,Hines Interests LP,7 years,MORTGAGE,100000,Verified,11-Dec,Fully Paid,n,debt_consolidation,Consolidation Loan,752xx,TX,19.03,0,May-92,705,709,2,,,7,0,38248,74.60%,18,f,0,0,44525.8164,44525.82,35000,9525.82,0,0,0,14-Jul,7226.73,,14-Aug,674,670,INDIVIDUAL
1055282,1286844,35000,35000,35000, 36 months,14.27%,1200.82,C,C2,IBM,1 year,MORTGAGE,123000,Verified,11-Dec,Fully Paid,n,credit_card,Credit card re-fi,483xx,MI,19.34,0,Sep-96,715,719,0,,,10,0,41034,83.10%,34,f,0,0,42003.81316,42003.81,35000,7003.81,0,0,0,13-Nov,15600.1,,13-Nov,764,760,INDIVIDUAL
1060631,1292393,12000,12000,12000, 60 months,11.71%,265.18,B,B3,Harvard Asia Center,10+ years,RENT,70000,Not Verified,11-Dec,Current,n,debt_consolidation,Debt Consolidation Loan,021xx,MA,21.17,0,Jul-85,735,739,1,,,9,0,9558,77.70%,23,f,789.66,789.66,15100.18,15100.18,11210.35,3889.83,0,0,0,16-Sep,265.18,16-Oct,16-Sep,694,690,INDIVIDUAL
1058486,1290074,7200,7200,7200, 36 months,13.49%,244.3,C,C1,Central School District 301,9 years,MORTGAGE,60000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,601xx,IL,22.22,0,Jan-93,670,674,0,70,,16,0,13874,50.60%,23,f,0,0,8403.219338,8403.22,7200,1203.22,0,0,0,13-Jul,4013.19,,16-Sep,704,700,INDIVIDUAL
1060427,1292182,25000,15925,15925, 60 months,15.96%,386.93,C,C5,Cvs pharmacy ,10+ years,MORTGAGE,150000,Verified,11-Dec,Fully Paid,n,small_business,Business loan ,347xx,FL,5.66,0,Jun-97,740,744,2,,,23,0,27505,40.60%,51,f,0,0,22192.07999,22192.08,15925,6267.08,0,0,0,15-Mar,7507.67,,15-Apr,719,715,INDIVIDUAL
1060418,1292172,4000,4000,4000, 36 months,12.69%,134.18,B,B5,May Advertising,3 years,RENT,80000,Not Verified,11-Dec,Fully Paid,n,other,Other Loan,920xx,CA,21.66,0,2-Sep,685,689,0,,,11,0,25596,97.30%,17,f,0,0,4830.46,4830.46,4000,830.46,0,0,0,14-Dec,140.27,,14-Dec,664,660,INDIVIDUAL
1060605,1292364,7000,7000,7000, 36 months,7.51%,217.78,A,A3,Gilchrist County Property Appraiser,10+ years,RENT,31000,Not Verified,11-Dec,Fully Paid,n,credit_card,Credit Card Payoff Loan,326xx,FL,26.86,0,2-Jul,735,739,1,,,8,0,5033,44.10%,13,f,0,0,7839.910001,7839.91,7000,839.91,0,0,0,14-Dec,230.87,,16-Sep,739,735,INDIVIDUAL
1060597,1292355,15000,15000,15000, 36 months,13.49%,508.96,C,C1,vanderbuit mtg,4 years,MORTGAGE,90000,Source Verified,11-Dec,Fully Paid,n,other,add limousine to company,290xx,SC,6.93,0,Dec-80,675,679,0,38,,10,0,23062,71.80%,17,f,0,0,18384.69001,18384.69,15000,3344.24,40.45000008,0,0,15-Jan,78.92,,15-Jan,694,690,INDIVIDUAL
1060600,1292359,12800,12800,12800, 60 months,11.71%,282.86,B,B3,Hand Surgery & Rehabilitation Center,1 year,RENT,61600,Not Verified,11-Dec,Fully Paid,n,debt_consolidation,2011 loan,190xx,PA,21.8,0,Jun-89,730,734,0,,,10,0,23979,60.10%,37,f,0,0,16904.34,16904.34,12800,4104.34,0,0,0,16-Jun,612.76,,16-Sep,704,700,INDIVIDUAL
1053763,1285365,35000,21350,21325, 60 months,20.89%,576.27,F,F1,"16th MP BDE, U.S. Army",10+ years,MORTGAGE,71316,Verified,11-Dec,Charged Off,n,debt_consolidation,Debt Consolidation Loan,283xx,NC,14.79,1,Jan-94,680,684,1,23,,13,0,18651,75.50%,23,f,0,0,1151.2,1149.86,412.29,738.91,0,0,0,12-Feb,576.27,,16-Sep,654,650,INDIVIDUAL
1060581,1292336,15000,15000,15000, 60 months,16.77%,370.94,D,D2,miami herald media company,8 years,RENT,42000,Not Verified,11-Dec,Current,n,credit_card,Credit Card Loan,331xx,FL,15.69,0,5-Apr,700,704,1,,,9,0,12259,73.30%,12,f,1093.85,1093.85,21120.96,21120.96,13906.16,7214.8,0,0,0,16-Sep,370.94,16-Oct,16-Sep,679,675,INDIVIDUAL
1060372,1292123,7200,7200,7200, 36 months,7.90%,225.29,A,A4,Wheeler Clinic,5 years,RENT,34000,Source Verified,11-Dec,Fully Paid,n,debt_consolidation,Consolidation,060xx,CT,17.51,0,2-Jun,710,714,0,77,38,10,1,5176,48.80%,13,f,0,0,8111.909998,8111.91,7200,911.91,0,0,0,15-Jan,6.6,,15-Jul,654,650,INDIVIDUAL
